# STN,YYYYMMDD,H,FH,T,RH,R
260,20151008,23,10,66,0,0
260,20151008,24,10,59,0,0
260,20151009,1,10,52,0,0
260,20151009,2,10,48,0,0
260,20151009,3,10,42,0,0
260,20151009,4,10,45,0,0
260,20151009,5,10,45,0,0
260,20151009,6,10,41,0,0
260,20151009,7,10,69,0,0
260,20151009,8,0,92,0,0
260,20151009,9,0,105,0,0
260,20151009,10,10,126,0,0
260,20151009,11,20,148,0,0
260,20151009,12,10,159,0,0
260,20151009,13,10,154,0,0
260,20151009,14,10,160,0,0
260,20151009,15,20,149,0,0
260,20151009,16,10,154,0,0
260,20151009,17,10,118,0,0
260,20151009,18,20,103,0,0
260,20151009,19,20,91,0,0
260,20151009,20,20,112,0,0
260,20151009,21,20,114,0,0
260,20151009,22,20,104,0,0
260,20151009,23,20,109,0,0
260,20151009,24,20,110,0,0
260,20151010,1,20,113,0,0
260,20151010,2,20,114,0,0
260,20151010,3,20,114,0,0
260,20151010,4,30,110,0,0
260,20151010,5,30,107,0,0
260,20151010,6,30,108,0,0
260,20151010,7,30,111,0,0
260,20151010,8,30,113,0,0
260,20151010,9,40,114,0,0
260,20151010,10,40,124,0,0
260,20151010,11,40,136,0,0
260,20151010,12,40,136,0,0
260,20151010,13,40,140,0,0
260,20151010,14,40,139,0,0
260,20151010,15,40,143,0,0
260,20151010,16,40,131,0,0
260,20151010,17,40,113,0,0
260,20151010,18,30,103,0,0
260,20151010,19,30,94,0,0
260,20151010,20,30,84,0,0
260,20151010,21,30,77,0,0
260,20151010,22,30,69,0,0
260,20151010,23,30,62,0,0
260,20151010,24,40,59,0,0
260,20151011,1,30,52,0,0
260,20151011,2,30,45,0,0
260,20151011,3,30,37,0,0
260,20151011,4,20,34,0,0
260,20151011,5,20,28,0,0
260,20151011,6,20,24,0,0
260,20151011,7,40,33,0,0
260,20151011,8,40,55,0,0
260,20151011,9,50,72,0,0
260,20151011,10,60,84,0,0
260,20151011,11,60,92,0,0
260,20151011,12,60,98,0,0
260,20151011,13,50,107,0,0
260,20151011,14,60,112,0,0
260,20151011,15,50,109,0,0
260,20151011,16,50,102,0,0
260,20151011,17,40,87,0,0
260,20151011,18,30,71,0,0
260,20151011,19,40,67,0,0
260,20151011,20,40,60,0,0
260,20151011,21,40,56,0,0
260,20151011,22,40,49,0,0
260,20151011,23,40,46,0,0
260,20151011,24,40,38,0,0
260,20151012,1,30,31,0,0
260,20151012,2,30,23,0,0
260,20151012,3,20,14,0,0
260,20151012,4,20,10,0,0
260,20151012,5,20,11,0,0
260,20151012,6,20,11,0,0
260,20151012,7,20,19,0,0
260,20151012,8,30,34,0,0
260,20151012,9,30,53,0,0
260,20151012,10,30,68,0,0
260,20151012,11,30,84,0,0
260,20151012,12,40,90,0,0
260,20151012,13,30,94,0,0
260,20151012,14,40,99,0,0
260,20151012,15,40,98,0,0
260,20151012,16,30,89,0,0
260,20151012,17,30,69,0,0
260,20151012,18,20,48,0,0
260,20151012,19,20,25,0,0
260,20151012,20,20,29,0,0
260,20151012,21,20,33,0,0
260,20151012,22,20,37,0,0
260,20151012,23,20,36,0,0
260,20151012,24,30,37,0,0
260,20151013,1,40,36,0,0
260,20151013,2,40,34,0,0
260,20151013,3,40,31,0,0
260,20151013,4,30,29,0,0
260,20151013,5,30,26,0,0
260,20151013,6,30,24,0,0
260,20151013,7,40,24,0,0
260,20151013,8,40,31,0,0
260,20151013,9,50,44,0,0
260,20151013,10,60,42,0,0
260,20151013,11,60,45,0,0
260,20151013,12,60,50,0,0
260,20151013,13,60,51,0,0
260,20151013,14,60,52,0,0
260,20151013,15,50,57,0,0
260,20151013,16,40,58,0,0
260,20151013,17,20,57,0,0
260,20151013,18,10,32,0,0
260,20151013,19,10,17,0,0
260,20151013,20,20,22,0,0
260,20151013,21,20,41,0,0
260,20151013,22,0,36,0,0
260,20151013,23,0,32,0,0
260,20151013,24,10,39,0,0
260,20151014,1,10,45,0,0
260,20151014,2,10,54,0,0
260,20151014,3,10,53,-1,1
260,20151014,4,10,50,-1,1
260,20151014,5,10,43,0,0
260,20151014,6,0,51,-1,1
260,20151014,7,10,62,-1,1
260,20151014,8,10,68,0,0
260,20151014,9,20,75,0,0
260,20151014,10,40,79,-1,1
260,20151014,11,60,60,3,1
260,20151014,12,40,61,1,1
260,20151014,13,40,57,1,1
260,20151014,14,30,54,4,1
260,20151014,15,30,53,1,1
260,20151014,16,30,48,6,1
260,20151014,17,30,43,9,1
260,20151014,18,30,41,2,1
260,20151014,19,20,43,1,1
260,20151014,20,20,45,0,0
260,20151014,21,30,45,0,0
260,20151014,22,30,34,0,0
260,20151014,23,20,20,0,0
260,20151014,24,20,31,0,0
260,20151015,1,20,28,0,0
260,20151015,2,20,33,0,0
260,20151015,3,20,38,0,0
260,20151015,4,10,42,0,0
260,20151015,5,10,45,0,0
260,20151015,6,10,48,0,0
260,20151015,7,10,52,0,0
260,20151015,8,20,56,0,0
260,20151015,9,20,60,-1,1
260,20151015,10,30,63,0,0
260,20151015,11,20,64,0,0
260,20151015,12,20,68,-1,1
260,20151015,13,20,70,11,1
260,20151015,14,10,72,14,1
260,20151015,15,20,73,13,1
260,20151015,16,20,73,10,1
260,20151015,17,20,73,4,1
260,20151015,18,20,76,1,1
260,20151015,19,20,80,1,1
260,20151015,20,20,79,3,1
260,20151015,21,10,79,3,1
260,20151015,22,20,80,5,1
260,20151015,23,10,79,6,1
260,20151015,24,10,80,3,1
260,20151016,1,20,76,2,1
260,20151016,2,30,73,1,1
260,20151016,3,20,72,0,0
260,20151016,4,20,72,0,0
260,20151016,5,20,72,0,0
260,20151016,6,30,69,0,0
260,20151016,7,30,68,0,0
260,20151016,8,20,69,0,0
260,20151016,9,20,73,0,0
260,20151016,10,20,75,0,0
260,20151016,11,10,76,0,0
260,20151016,12,10,79,-1,1
260,20151016,13,10,80,1,1
260,20151016,14,10,76,12,1
260,20151016,15,20,76,7,1
260,20151016,16,10,77,1,1
260,20151016,17,10,77,1,1
260,20151016,18,10,80,5,1
260,20151016,19,10,81,2,1
260,20151016,20,10,82,2,1
260,20151016,21,10,84,11,1
260,20151016,22,20,84,7,1
260,20151016,23,10,83,5,1
260,20151016,24,20,83,2,1
260,20151017,1,20,82,-1,1
260,20151017,2,10,82,1,1
260,20151017,3,10,80,5,1
260,20151017,4,10,81,1,1
260,20151017,5,10,81,0,0
260,20151017,6,10,81,0,0
260,20151017,7,20,80,0,0
260,20151017,8,20,80,3,1
260,20151017,9,20,80,-1,1
260,20151017,10,20,83,-1,1
260,20151017,11,20,83,1,1
260,20151017,12,20,86,2,1
260,20151017,13,10,86,1,1
260,20151017,14,20,88,0,0
260,20151017,15,10,88,0,0
260,20151017,16,20,87,0,0
260,20151017,17,20,85,0,0
260,20151017,18,10,82,0,0
260,20151017,19,10,78,0,0
260,20151017,20,20,78,0,0
260,20151017,21,10,79,0,0
260,20151017,22,10,78,0,0
260,20151017,23,10,74,0,0
260,20151017,24,10,73,0,0
260,20151018,1,10,71,0,0
260,20151018,2,10,57,0,0
260,20151018,3,10,49,0,0
260,20151018,4,10,53,0,0
260,20151018,5,0,45,0,0
260,20151018,6,0,41,0,0
260,20151018,7,10,44,0,0
260,20151018,8,0,64,0,0
260,20151018,9,10,77,-1,1
260,20151018,10,10,84,0,0
260,20151018,11,20,90,0,0
260,20151018,12,20,94,0,0
260,20151018,13,20,97,0,0
260,20151018,14,20,98,0,0
260,20151018,15,20,101,0,0
260,20151018,16,10,105,0,0
260,20151018,17,10,104,0,0
260,20151018,18,10,102,0,0
260,20151018,19,10,101,0,0
260,20151018,20,10,106,0,0
260,20151018,21,10,108,0,0
260,20151018,22,20,109,0,0
260,20151018,23,10,107,0,0
260,20151018,24,20,106,0,0
260,20151019,1,20,105,0,0
260,20151019,2,10,105,0,0
260,20151019,3,20,107,0,0
260,20151019,4,20,107,0,0
260,20151019,5,10,107,0,0
260,20151019,6,20,108,0,0
260,20151019,7,20,108,0,0
260,20151019,8,10,110,0,0
260,20151019,9,20,112,0,0
260,20151019,10,20,116,0,0
260,20151019,11,20,121,0,0
260,20151019,12,20,121,0,0
260,20151019,13,20,123,0,0
260,20151019,14,20,123,0,0
260,20151019,15,20,122,0,0
260,20151019,16,20,119,0,0
260,20151019,17,10,115,0,0
260,20151019,18,10,109,0,0
260,20151019,19,10,107,0,0
260,20151019,20,20,106,0,0
260,20151019,21,10,86,0,0
260,20151019,22,10,60,0,0
260,20151019,23,10,54,0,0
260,20151019,24,10,73,0,0
260,20151020,1,20,91,0,0
260,20151020,2,10,91,-1,1
260,20151020,3,10,89,0,0
260,20151020,4,10,91,0,0
260,20151020,5,10,94,0,0
260,20151020,6,10,95,0,0
260,20151020,7,10,100,-1,1
260,20151020,8,20,100,7,1
260,20151020,9,20,105,-1,1
260,20151020,10,20,109,0,0
260,20151020,11,30,112,0,0
260,20151020,12,30,116,0,0
260,20151020,13,30,118,0,0
260,20151020,14,30,125,0,0
260,20151020,15,30,124,0,0
260,20151020,16,20,120,0,0
260,20151020,17,20,110,0,0
260,20151020,18,10,91,0,0
260,20151020,19,10,76,0,0
260,20151020,20,0,57,0,0
260,20151020,21,10,65,0,0
260,20151020,22,10,61,0,0
260,20151020,23,10,69,0,0
260,20151020,24,20,60,0,0
260,20151021,1,10,67,0,0
260,20151021,2,10,58,0,0
260,20151021,3,10,49,0,0
260,20151021,4,10,58,0,0
260,20151021,5,10,66,0,0
260,20151021,6,10,76,0,0
260,20151021,7,20,85,0,0
260,20151021,8,30,97,0,0
260,20151021,9,30,104,0,0
260,20151021,10,40,114,0,0
260,20151021,11,50,120,0,0
260,20151021,12,50,122,-1,1
260,20151021,13,50,122,-1,1
260,20151021,14,50,120,-1,1
260,20151021,15,50,110,1,1
260,20151021,16,40,107,3,1
260,20151021,17,40,106,3,1
260,20151021,18,40,107,4,1
260,20151021,19,40,108,4,1
260,20151021,20,40,109,1,1
260,20151021,21,50,107,1,1
260,20151021,22,40,108,-1,1
260,20151021,23,40,107,-1,1
260,20151021,24,40,108,1,1
260,20151022,1,40,108,2,1
260,20151022,2,40,110,2,1
260,20151022,3,30,110,2,1
260,20151022,4,40,112,2,1
260,20151022,5,40,113,2,1
260,20151022,6,40,115,1,1
260,20151022,7,40,117,3,1
260,20151022,8,40,122,2,1
260,20151022,9,40,132,1,1
260,20151022,10,30,134,2,1
260,20151022,11,20,144,3,1
260,20151022,12,30,147,0,0
260,20151022,13,40,147,0,0
260,20151022,14,40,144,0,0
260,20151022,15,40,132,0,0
260,20151022,16,30,130,0,0
260,20151022,17,30,126,0,0
260,20151022,18,20,123,0,0
260,20151022,19,20,123,0,0
260,20151022,20,20,112,0,0
260,20151022,21,20,86,0,0
260,20151022,22,20,98,0,0
260,20151022,23,20,101,0,0
260,20151022,24,10,73,0,0
260,20151023,1,10,73,0,0
260,20151023,2,20,85,0,0
260,20151023,3,10,91,0,0
260,20151023,4,10,93,0,0
260,20151023,5,10,92,0,0
260,20151023,6,20,95,0,0
260,20151023,7,20,103,0,0
260,20151023,8,10,114,0,0
260,20151023,9,20,126,0,0
260,20151023,10,20,133,0,0
260,20151023,11,30,140,0,0
260,20151023,12,40,138,0,0
260,20151023,13,30,134,0,0
260,20151023,14,30,140,0,0
260,20151023,15,40,133,0,0
260,20151023,16,20,127,0,0
260,20151023,17,20,119,0,0
260,20151023,18,20,113,0,0
260,20151023,19,10,114,0,0
260,20151023,20,20,112,0,0
260,20151023,21,20,115,0,0
260,20151023,22,30,118,0,0
260,20151023,23,20,111,0,0
260,20151023,24,20,112,0,0
260,20151024,1,20,111,0,0
260,20151024,2,20,109,0,0
260,20151024,3,20,105,0,0
260,20151024,4,20,104,0,0
260,20151024,5,20,104,0,0
260,20151024,6,20,102,0,0
260,20151024,7,30,103,0,0
260,20151024,8,20,109,0,0
260,20151024,9,20,115,0,0
260,20151024,10,20,121,0,0
260,20151024,11,30,132,0,0
260,20151024,12,30,133,0,0
260,20151024,13,40,135,0,0
260,20151024,14,30,137,0,0
260,20151024,15,30,133,0,0
260,20151024,16,20,128,0,0
260,20151024,17,20,126,0,0
260,20151024,18,20,117,5,1
260,20151024,19,20,117,-1,1
260,20151024,20,20,113,-1,1
260,20151024,21,20,117,0,0
260,20151024,22,30,120,0,0
260,20151024,23,30,121,0,0
260,20151024,24,30,120,0,0
260,20151025,1,20,118,-1,1
260,20151025,2,20,114,-1,1
260,20151025,3,20,112,-1,1
260,20151025,4,20,109,2,1
260,20151025,5,10,107,-1,1
260,20151025,6,10,102,0,0
260,20151025,7,10,89,0,0
260,20151025,8,10,112,0,0
260,20151025,9,20,124,0,0
260,20151025,10,20,130,0,0
260,20151025,11,20,136,0,0
260,20151025,12,20,129,0,0
260,20151025,13,10,139,0,0
260,20151025,14,20,137,0,0
260,20151025,15,20,130,0,0
260,20151025,16,10,113,0,0
260,20151025,17,10,88,0,0
260,20151025,18,10,80,0,0
260,20151025,19,10,72,0,0
260,20151025,20,20,68,0,0
260,20151025,21,10,57,0,0
260,20151025,22,10,44,0,0
260,20151025,23,10,38,0,0
260,20151025,24,10,31,0,0
260,20151026,1,20,42,0,0
260,20151026,2,20,49,0,0
260,20151026,3,10,58,0,0
260,20151026,4,20,76,0,0
260,20151026,5,20,83,0,0
260,20151026,6,20,76,0,0
260,20151026,7,30,87,0,0
260,20151026,8,30,97,0,0
260,20151026,9,40,113,0,0
260,20151026,10,40,131,0,0
260,20151026,11,50,141,0,0
260,20151026,12,50,153,0,0
260,20151026,13,50,153,0,0
260,20151026,14,40,157,0,0
260,20151026,15,50,154,0,0
260,20151026,16,40,144,0,0
260,20151026,17,30,122,0,0
260,20151026,18,20,107,0,0
260,20151026,19,30,104,0,0
260,20151026,20,30,101,0,0
260,20151026,21,30,98,0,0
260,20151026,22,30,94,0,0
260,20151026,23,30,91,0,0
260,20151026,24,30,87,0,0
260,20151027,1,20,80,0,0
260,20151027,2,30,80,0,0
260,20151027,3,30,81,0,0
260,20151027,4,20,73,0,0
260,20151027,5,20,64,0,0
260,20151027,6,20,61,0,0
260,20151027,7,20,64,0,0
260,20151027,8,20,91,0,0
260,20151027,9,30,115,0,0
260,20151027,10,30,132,0,0
260,20151027,11,30,146,0,0
260,20151027,12,40,155,0,0
260,20151027,13,30,169,0,0
260,20151027,14,30,166,0,0
260,20151027,15,30,169,0,0
260,20151027,16,30,151,0,0
260,20151027,17,30,140,0,0
260,20151027,18,30,122,0,0
260,20151027,19,30,115,0,0
260,20151027,20,20,103,0,0
260,20151027,21,20,97,0,0
260,20151027,22,20,94,0,0
260,20151027,23,20,104,0,0
260,20151027,24,30,102,0,0
260,20151028,1,30,94,0,0
260,20151028,2,30,88,0,0
260,20151028,3,20,81,0,0
260,20151028,4,30,80,0,0
260,20151028,5,30,75,0,0
260,20151028,6,30,73,0,0
260,20151028,7,30,81,0,0
260,20151028,8,30,88,0,0
260,20151028,9,30,97,-1,1
260,20151028,10,30,105,0,0
260,20151028,11,30,117,0,0
260,20151028,12,30,123,0,0
260,20151028,13,30,123,0,0
260,20151028,14,30,130,0,0
260,20151028,15,30,132,0,0
260,20151028,16,30,129,0,0
260,20151028,17,30,123,0,0
260,20151028,18,30,119,0,0
260,20151028,19,30,119,0,0
260,20151028,20,30,117,-1,1
260,20151028,21,20,117,-1,1
260,20151028,22,20,119,0,0
260,20151028,23,10,116,0,0
260,20151028,24,10,95,0,0
260,20151029,1,10,82,0,0
260,20151029,2,10,106,0,0
260,20151029,3,10,109,0,0
260,20151029,4,10,110,0,0
260,20151029,5,10,112,0,0
260,20151029,6,10,113,0,0
260,20151029,7,20,112,0,0
260,20151029,8,30,109,0,0
260,20151029,9,30,105,0,0
260,20151029,10,30,118,0,0
260,20151029,11,30,140,0,0
260,20151029,12,40,149,0,0
260,20151029,13,40,149,0,0
260,20151029,14,40,151,0,0
260,20151029,15,30,146,0,0
260,20151029,16,30,134,0,0
260,20151029,17,20,111,0,0
260,20151029,18,20,115,0,0
260,20151029,19,20,87,0,0
260,20151029,20,10,72,0,0
260,20151029,21,10,61,0,0
260,20151029,22,10,55,0,0
260,20151029,23,20,53,0,0
260,20151029,24,20,73,0,0
260,20151030,1,20,76,0,0
260,20151030,2,20,74,0,0
260,20151030,3,20,72,0,0
260,20151030,4,30,72,0,0
260,20151030,5,30,70,0,0
260,20151030,6,20,68,0,0
260,20151030,7,30,71,0,0
260,20151030,8,30,80,0,0
260,20151030,9,30,92,0,0
260,20151030,10,30,110,0,0
260,20151030,11,30,133,0,0
260,20151030,12,40,135,0,0
260,20151030,13,30,139,0,0
260,20151030,14,30,141,0,0
260,20151030,15,30,143,0,0
260,20151030,16,30,131,0,0
260,20151030,17,20,118,0,0
260,20151030,18,30,118,0,0
260,20151030,19,30,116,0,0
260,20151030,20,30,110,0,0
260,20151030,21,30,95,0,0
260,20151030,22,30,99,0,0
260,20151030,23,30,98,0,0
260,20151030,24,30,82,0,0
260,20151031,1,20,80,0,0
260,20151031,2,30,75,0,0
260,20151031,3,30,76,0,0
260,20151031,4,30,80,0,0
260,20151031,5,40,87,0,0
260,20151031,6,40,86,0,0
260,20151031,7,30,82,0,0
260,20151031,8,30,90,0,0
260,20151031,9,40,102,0,0
260,20151031,10,40,114,0,0
260,20151031,11,40,122,0,0
260,20151031,12,40,130,0,0
260,20151031,13,40,139,0,0
260,20151031,14,40,143,0,0
260,20151031,15,40,136,0,0
260,20151031,16,40,124,0,0
260,20151031,17,30,110,0,0
260,20151031,18,20,89,0,0
260,20151031,19,20,95,0,0
260,20151031,20,20,86,0,0
260,20151031,21,20,84,0,0
260,20151031,22,20,77,0,0
260,20151031,23,20,72,0,0
260,20151031,24,20,66,0,0
260,20151101,1,20,61,0,0
260,20151101,2,20,59,0,0
260,20151101,3,20,50,0,0
260,20151101,4,20,44,0,0
260,20151101,5,20,38,0,0
260,20151101,6,20,48,0,0
260,20151101,7,20,45,0,0
260,20151101,8,10,51,0,0
260,20151101,9,10,76,0,0
260,20151101,10,20,99,0,0
260,20151101,11,10,127,0,0
260,20151101,12,10,140,0,0
260,20151101,13,10,149,0,0
260,20151101,14,10,158,0,0
260,20151101,15,20,147,0,0
260,20151101,16,20,126,0,0
260,20151101,17,10,89,0,0
260,20151101,18,20,72,0,0
260,20151101,19,10,67,0,0
260,20151101,20,10,50,0,0
260,20151101,21,10,43,0,0
260,20151101,22,10,37,0,0
260,20151101,23,10,34,0,0
260,20151101,24,10,45,0,0
260,20151102,1,10,33,0,0
260,20151102,2,10,34,0,0
260,20151102,3,10,29,0,0
260,20151102,4,10,31,0,0
260,20151102,5,10,16,0,0
260,20151102,6,10,10,0,0
260,20151102,7,10,12,0,0
260,20151102,8,10,41,0,0
260,20151102,9,10,73,0,0
260,20151102,10,20,116,0,0
260,20151102,11,30,140,0,0
260,20151102,12,20,150,0,0
260,20151102,13,30,155,0,0
260,20151102,14,40,156,0,0
260,20151102,15,30,149,0,0
260,20151102,16,30,120,0,0
260,20151102,17,20,82,0,0
260,20151102,18,20,77,0,0
260,20151102,19,20,69,0,0
260,20151102,20,10,42,0,0
260,20151102,21,10,33,0,0
260,20151102,22,10,29,0,0
260,20151102,23,10,25,0,0
260,20151102,24,10,32,0,0
260,20151103,1,10,16,0,0
260,20151103,2,20,20,0,0
260,20151103,3,20,31,0,0
260,20151103,4,20,29,0,0
260,20151103,5,20,35,0,0
260,20151103,6,20,39,0,0
260,20151103,7,20,35,0,0
260,20151103,8,20,57,0,0
260,20151103,9,20,76,0,0
260,20151103,10,20,101,0,0
260,20151103,11,20,117,0,0
260,20151103,12,30,144,0,0
260,20151103,13,30,146,0,0
260,20151103,14,20,147,0,0
260,20151103,15,20,145,0,0
260,20151103,16,20,133,0,0
260,20151103,17,20,125,0,0
260,20151103,18,10,113,0,0
260,20151103,19,20,108,0,0
260,20151103,20,20,100,0,0
260,20151103,21,20,106,0,0
260,20151103,22,20,104,0,0
260,20151103,23,20,117,0,0
260,20151103,24,30,117,0,0
260,20151104,1,30,108,0,0
260,20151104,2,20,86,0,0
260,20151104,3,30,99,0,0
260,20151104,4,30,98,0,0
260,20151104,5,30,95,0,0
260,20151104,6,30,86,0,0
260,20151104,7,30,90,0,0
260,20151104,8,30,98,0,0
260,20151104,9,30,108,0,0
260,20151104,10,30,121,0,0
260,20151104,11,40,139,0,0
260,20151104,12,40,143,0,0
260,20151104,13,30,144,0,0
260,20151104,14,30,154,0,0
260,20151104,15,30,146,-1,1
260,20151104,16,20,143,0,0
260,20151104,17,20,143,0,0
260,20151104,18,30,136,0,0
260,20151104,19,40,134,0,0
260,20151104,20,30,131,0,0
260,20151104,21,40,137,0,0
260,20151104,22,40,131,0,0
260,20151104,23,30,130,0,0
260,20151104,24,30,130,0,0
260,20151105,1,30,124,0,0
260,20151105,2,30,118,0,0
260,20151105,3,30,116,0,0
260,20151105,4,30,115,0,0
260,20151105,5,30,115,0,0
260,20151105,6,30,113,0,0
260,20151105,7,20,113,0,0
260,20151105,8,30,118,0,0
260,20151105,9,30,122,0,0
260,20151105,10,30,124,3,1
260,20151105,11,30,130,12,1
260,20151105,12,30,140,1,1
260,20151105,13,30,145,5,1
260,20151105,14,40,147,0,0
260,20151105,15,40,147,0,0
260,20151105,16,30,145,0,0
260,20151105,17,30,147,0,0
260,20151105,18,30,151,-1,1
260,20151105,19,30,149,1,1
260,20151105,20,40,147,8,1
260,20151105,21,40,147,4,1
260,20151105,22,40,142,9,1
260,20151105,23,40,142,2,1
260,20151105,24,40,139,11,1
260,20151106,1,50,141,4,1
260,20151106,2,50,141,6,1
260,20151106,3,50,142,2,1
260,20151106,4,50,144,5,1
260,20151106,5,40,145,1,1
260,20151106,6,40,146,-1,1
260,20151106,7,40,145,2,1
260,20151106,8,40,145,-1,1
260,20151106,9,40,148,-1,1
260,20151106,10,30,154,0,0
260,20151106,11,40,160,0,0
260,20151106,12,50,160,0,0
260,20151106,13,50,159,0,0
260,20151106,14,30,160,0,0
260,20151106,15,40,164,0,0
260,20151106,16,40,158,-1,1
260,20151106,17,50,153,4,1
260,20151106,18,50,155,4,1
260,20151106,19,60,162,0,0
260,20151106,20,60,166,-1,1
260,20151106,21,60,168,1,1
260,20151106,22,60,170,3,1
260,20151106,23,50,170,0,0
260,20151106,24,50,166,-1,1
260,20151107,1,50,164,-1,1
260,20151107,2,40,163,0,0
260,20151107,3,30,159,0,0
260,20151107,4,30,157,0,0
260,20151107,5,40,155,0,0
260,20151107,6,40,149,0,0
260,20151107,7,40,147,0,0
260,20151107,8,30,150,0,0
260,20151107,9,30,156,0,0
260,20151107,10,40,164,-1,1
260,20151107,11,50,171,3,1
260,20151107,12,50,174,-1,1
260,20151107,13,50,178,-1,1
260,20151107,14,50,182,0,0
260,20151107,15,50,183,0,0
260,20151107,16,60,184,0,0
260,20151107,17,60,180,1,1
260,20151107,18,70,176,9,1
260,20151107,19,80,172,2,1
260,20151107,20,70,167,0,0
260,20151107,21,70,159,0,0
260,20151107,22,50,154,0,0
260,20151107,23,50,146,0,0
260,20151107,24,50,142,0,0
260,20151108,1,40,139,0,0
260,20151108,2,30,134,0,0
260,20151108,3,20,116,0,0
260,20151108,4,20,92,0,0
260,20151108,5,10,87,0,0
260,20151108,6,10,80,0,0
260,20151108,7,20,94,0,0
260,20151108,8,20,98,0,0
260,20151108,9,30,105,0,0
260,20151108,10,30,110,0,0
260,20151108,11,30,123,0,0
260,20151108,12,40,140,0,0
260,20151108,13,40,138,0,0
260,20151108,14,40,144,0,0
260,20151108,15,40,145,0,0
260,20151108,16,40,144,0,0
260,20151108,17,50,142,0,0
260,20151108,18,40,144,0,0
260,20151108,19,40,146,0,0
260,20151108,20,40,151,0,0
260,20151108,21,50,163,0,0
260,20151108,22,60,167,0,0
260,20151108,23,60,172,0,0
260,20151108,24,60,160,4,1
260,20151109,1,50,156,9,1
260,20151109,2,50,155,3,1
260,20151109,3,50,155,0,0
260,20151109,4,50,151,0,0
260,20151109,5,40,145,0,0
260,20151109,6,40,138,0,0
260,20151109,7,40,137,0,0
260,20151109,8,50,138,0,0
260,20151109,9,50,141,0,0
260,20151109,10,60,134,0,0
260,20151109,11,60,131,0,0
260,20151109,12,60,131,0,0
260,20151109,13,60,135,0,0
260,20151109,14,70,132,-1,1
260,20151109,15,70,131,2,1
260,20151109,16,60,131,8,1
260,20151109,17,60,125,8,1
260,20151109,18,60,121,8,1
260,20151109,19,70,123,11,1
260,20151109,20,70,124,5,1
260,20151109,21,70,130,-1,1
260,20151109,22,70,132,0,0
260,20151109,23,80,135,0,0
260,20151109,24,60,138,0,0
260,20151110,1,70,142,0,0
260,20151110,2,70,144,0,0
260,20151110,3,80,142,0,0
260,20151110,4,60,140,0,0
260,20151110,5,60,139,0,0
260,20151110,6,60,143,0,0
260,20151110,7,60,144,1,1
260,20151110,8,60,148,0,0
260,20151110,9,70,147,0,0
260,20151110,10,70,149,0,0
260,20151110,11,60,149,0,0
260,20151110,12,70,151,-1,1
260,20151110,13,70,153,-1,1
260,20151110,14,60,155,1,1
260,20151110,15,60,155,-1,1
260,20151110,16,50,151,6,1
260,20151110,17,50,150,-1,1
260,20151110,18,60,149,-1,1
260,20151110,19,60,143,5,1
260,20151110,20,60,138,31,1
260,20151110,21,60,137,-1,1
260,20151110,22,60,135,0,0
260,20151110,23,60,135,0,0
260,20151110,24,50,133,0,0
260,20151111,1,50,129,2,1
260,20151111,2,50,125,11,1
260,20151111,3,50,122,6,1
260,20151111,4,50,123,-1,1
260,20151111,5,40,123,-1,1
260,20151111,6,40,124,-1,1
260,20151111,7,50,126,0,0
260,20151111,8,50,127,0,0
260,20151111,9,50,126,0,0
260,20151111,10,50,130,0,0
260,20151111,11,50,134,0,0
260,20151111,12,50,136,0,0
260,20151111,13,60,135,0,0
260,20151111,14,50,136,0,0
260,20151111,15,50,134,0,0
260,20151111,16,50,129,0,0
260,20151111,17,50,126,0,0
260,20151111,18,50,124,0,0
260,20151111,19,50,116,-1,1
260,20151111,20,40,118,-1,1
260,20151111,21,40,127,0,0
260,20151111,22,50,130,0,0
260,20151111,23,50,129,0,0
260,20151111,24,50,129,0,0
260,20151112,1,50,129,0,0
260,20151112,2,50,129,0,0
260,20151112,3,50,129,0,0
260,20151112,4,40,127,0,0
260,20151112,5,40,129,0,0
260,20151112,6,40,130,0,0
260,20151112,7,40,131,0,0
260,20151112,8,30,131,0,0
260,20151112,9,40,135,0,0
260,20151112,10,30,140,0,0
260,20151112,11,30,139,0,0
260,20151112,12,30,146,0,0
260,20151112,13,30,148,0,0
260,20151112,14,40,150,0,0
260,20151112,15,40,149,0,0
260,20151112,16,30,141,0,0
260,20151112,17,30,129,0,0
260,20151112,18,30,120,0,0
260,20151112,19,30,120,0,0
260,20151112,20,30,123,0,0
260,20151112,21,40,127,0,0
260,20151112,22,40,127,0,0
260,20151112,23,40,126,0,0
260,20151112,24,40,127,0,0
260,20151113,1,40,129,0,0
260,20151113,2,50,130,0,0
260,20151113,3,50,132,0,0
260,20151113,4,50,134,0,0
260,20151113,5,50,134,0,0
260,20151113,6,60,134,-1,1
260,20151113,7,60,131,4,1
260,20151113,8,60,126,-1,1
260,20151113,9,50,131,0,0
260,20151113,10,50,130,0,0
260,20151113,11,60,126,0,0
260,20151113,12,60,132,0,0
260,20151113,13,60,134,0,0
260,20151113,14,60,131,0,0
260,20151113,15,70,104,10,1
260,20151113,16,60,87,17,1
260,20151113,17,50,91,-1,1
260,20151113,18,50,95,0,0
260,20151113,19,40,90,0,0
260,20151113,20,50,85,4,1
260,20151113,21,60,93,-1,1
260,20151113,22,60,92,0,0
260,20151113,23,50,89,0,0
260,20151113,24,40,78,0,0
260,20151114,1,40,84,0,0
260,20151114,2,40,84,7,1
260,20151114,3,50,87,2,1
